Số điện thoại,Trace ID,Request,Kênh đăng nhập,Thiết bị,Os,OsVersion,AppVersion,IMei,Trạng thái,Ngày yêu cầu,Ngày phản hồi,IPRequest,ResCode,Description,MsgCode,DescDetail,MID,MDESC,Phân loại dịch vụ bậc 1,Phân loại dịch vụ bậc 2
xxxxxxxx07,170130235968431,59,"PREMB_10.53.93.56:9080, MB_10.53.93.67:8081",SM-F721B,ANDROID,33,5.2.20,###8feeee9fb2b6c630###ffffffff-a627-e1b3-ffff-ffffef05ac4a,Success,2023-10-26 15:12:25,2023-10-26 15:12:25,103.199.32.177:38047|10.53.54.82_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx07,380057498301003,59,"PREMB_10.53.93.127:9080, MB_10.53.93.67:8081",SM-F721B,ANDROID,33,5.2.20,###8feeee9fb2b6c630###ffffffff-a627-e1b3-ffff-ffffef05ac4a,Success,2023-10-26 15:12:07,2023-10-26 15:12:07,103.199.32.177:33123|10.53.54.81_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx07,761493217329538,31,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",SM-F721B,ANDROID,33,5.2.20,###8feeee9fb2b6c630###ffffffff-a627-e1b3-ffff-ffffef05ac4a,Success,2023-10-26 15:12:07,2023-10-26 15:12:07,103.199.32.177:33023|10.53.54.89_Prod,00,Thành công,INFO-00,,31,Lấy danh sách Banner ,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx91,841390316061650,59,"PREMB_10.53.93.55:9080, MB_10.53.93.67:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:55:26,2023-10-26 14:55:26,113.182.213.123:15338|10.53.54.91_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx91,548419121229768,59,"PREMB_10.53.93.56:9080, MB_10.53.93.135:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:51:57,2023-10-26 14:51:57,113.182.213.123:16756|10.53.54.82_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx91,126917902815665,59,"PREMB_10.53.93.127:9080, MB_10.53.93.67:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:49:51,2023-10-26 14:49:51,113.182.213.123:53096|10.53.54.82_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx91,650819645560269,59,"PREMB_10.53.93.55:9080, MB_10.53.93.135:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:44:50,2023-10-26 14:44:50,113.182.213.123:21860|10.53.54.82_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx91,750038283417747,1,"PREMB_10.53.93.59:9080, MB_10.53.93.135:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:44:48,2023-10-26 14:44:48,113.182.213.123:35524|10.53.54.83_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx91,63714589795755,59,"PREMB_10.53.93.54:9080, MB_10.53.93.66:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:44:25,2023-10-26 14:44:25,113.182.213.123:60444|10.53.54.91_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx91,973663918929483,6,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:44:21,2023-10-26 14:44:21,113.182.213.123:14018|10.53.54.83_Prod,00,Đổi mật khẩu thành công. Quý khách vui lòng đăng nhập lại ứng dụng.,CHANGE-PIN-00,,6,Đổi mật khẩu khi hết hạn,Xác thực và Bảo mật,Dịch vụ bảo mật
xxxxxxxx91,371967730270824,6,"PREMB_10.53.93.59:9080, MB_10.53.93.135:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,False,2023-10-26 14:43:35,2023-10-26 14:43:35,113.182.213.123:24260|10.53.54.83_Prod,03,"Mật khẩu mới phải là một chuỗi từ 8 đến 20 ký tự, chứa ít nhất 01 ký tự số, 01 ký tự chữ và 01 ký tự đặc biệt.",CHANGEPIN-03,,6,Đổi mật khẩu khi hết hạn,Xác thực và Bảo mật,Dịch vụ bảo mật
xxxxxxxx91,378138709624371,6,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,False,2023-10-26 14:43:26,2023-10-26 14:43:26,113.182.213.123:27654|10.53.54.83_Prod,03,"Mật khẩu mới phải là một chuỗi từ 8 đến 20 ký tự, chứa ít nhất 01 ký tự số, 01 ký tự chữ và 01 ký tự đặc biệt.",CHANGEPIN-03,,6,Đổi mật khẩu khi hết hạn,Xác thực và Bảo mật,Dịch vụ bảo mật
xxxxxxxx91,279789165356864,33,"PREMB_10.53.93.60:9080, MB_10.53.93.67:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:42:08,2023-10-26 14:42:08,113.182.213.123:32276|10.53.54.83_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx91,427705698451350,919,"PREMB_10.53.93.56:9080, MB_10.53.93.135:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:42:00,2023-10-26 14:42:00,113.182.213.123:18326|10.53.54.91_Prod,00,Thành công,INFO-00,,919,Lấy danh sách chức năng theo Smrat Kids,Smart Kids,Dịch vụ tài khoản Smart Kids
xxxxxxxx91,681768760337515,60,"PREMB_10.53.93.54:9080, MB_10.53.93.67:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:42:00,2023-10-26 14:42:00,113.182.213.123:10074|10.53.54.91_Prod,00,Thành công,INFO-00,,60,Lấy danh sách chức năng yêu thích,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx91,770207196191158,59,"PREMB_10.53.93.55:9080, MB_10.53.93.68:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:41:59,2023-10-26 14:41:59,113.182.213.123:17486|10.53.54.82_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx91,524636150622801,31,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:41:59,2023-10-26 14:41:59,113.182.213.123:8904|10.53.54.83_Prod,00,Thành công,INFO-00,,31,Lấy danh sách Banner ,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx91,908000197221505,1,"PREMB_10.53.93.60:9080, MB_10.53.93.135:8081",SM-N950F,ANDROID,28,5.2.20,###4a241337cad258c0###00000000-7d11-5693-ffff-ffffef05ac4a,Success,2023-10-26 14:41:58,2023-10-26 14:41:58,113.182.213.123:53070|10.53.54.89_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx05,253190089663581,116,"PREMB_10.53.93.58:9080, MB_10.53.93.80:8086",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 20:20:03,2023-10-26 20:20:01,118.71.167.227:16705|10.53.54.85_Prod,00,Success,00,,116,Xác nhận nạp tiền điện thoại,Dịch vụ khác,Dịch vụ nạp tiền điện thoại
xxxxxxxx05,653668130192598,115,"PREMB_10.53.93.58:9080, MB_10.53.93.79:8086",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 20:19:57,2023-10-26 20:19:57,118.71.167.227:8494|10.53.54.85_Prod,00,Thành công,INFO-00,,115,Khởi tạo nạp tiền điện thoại,Dịch vụ khác,Dịch vụ nạp tiền điện thoại
xxxxxxxx05,903967520630708,230,"PREMB_10.53.93.54:9080, MB_10.53.93.84:8082",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 20:19:49,2023-10-26 20:19:49,118.71.167.227:36223|10.53.54.82_Prod,00,Thành công,00,,230,Lấy lịch sử topup,Thanh toán,Dịch vụ lịch sử Topup
xxxxxxxx05,23612878221440,723,"PREMB_10.53.93.127:9080, MB_10.53.93.137:8083",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,False,2023-10-26 20:19:50,2023-10-26 20:19:49,118.71.167.227:64112|10.53.54.81_Prod,LOYALTY-15,Số dư tài khoản điểm của Khách hàng không đủ để thực hiện giao dịch đổi quà,LOYALTY-15,,723,Loyalty: kiểm tra điều kiện đổi quà omni,Dịch vụ khác,Dịch vụ khách hàng trung thành
xxxxxxxx05,238677022835362,10,"PREMB_10.53.93.65:9080, MB_10.53.93.72:8088",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 20:19:44,2023-10-26 20:19:44,118.71.167.227:14281|10.53.54.72_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx05,110632727268643,10,"PREMB_10.53.93.136:9080, MB_10.53.93.70:8088",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 20:19:43,2023-10-26 20:19:43,118.71.167.227:49819|10.53.54.72_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx05,225990589290577,59,"PREMB_10.53.93.56:9080, MB_10.53.93.135:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 20:19:43,2023-10-26 20:19:43,118.71.167.227:28776|10.53.54.91_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx05,237743764066102,31,"PREMB_10.53.93.134:9080, MB_10.53.93.66:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 20:19:43,2023-10-26 20:19:42,118.71.167.227:62355|10.53.54.89_Prod,00,Thành công,INFO-00,,31,Lấy danh sách Banner ,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,168466371648868,1,"PREMB_10.53.93.60:9080, MB_10.53.93.66:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 20:19:42,2023-10-26 20:19:42,118.71.167.227:51264|10.53.54.89_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx05,487191783666828,33,"PREMB_10.53.93.134:9080, MB_10.53.93.66:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 18:25:08,2023-10-26 18:25:07,171.246.9.97:46916|10.53.54.83_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,425697384486676,31,"PREMB_10.53.93.60:9080, MB_10.53.93.67:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 18:25:08,2023-10-26 18:25:07,171.246.9.97:55872|10.53.54.83_Prod,00,Thành công,INFO-00,,31,Lấy danh sách Banner ,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,836295180959585,103,"PREMB_10.53.93.62:9080, MB_10.53.93.121:8085",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 13:18:01,2023-10-26 13:18:01,14.239.37.151:25229|10.53.54.79_Prod,00,Success,INFO-00,,103,Xác thực chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx05,758333422087193,102,"PREMB_10.53.93.115:9080, MB_10.53.93.118:8085",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 13:17:55,2023-10-26 13:17:54,14.239.37.151:6868|10.53.54.84_Prod,00,Thành công,INFO-00,,102,Khởi tạo chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx05,310022267867489,33,"PREMB_10.53.93.60:9080, MB_10.53.93.68:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 13:17:49,2023-10-26 13:17:49,14.239.37.151:40836|10.53.54.83_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,589392194610566,33,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 13:17:49,2023-10-26 13:17:49,14.239.37.151:5737|10.53.54.89_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,699622739323965,201,"PREMB_10.53.93.117:9080, MB_10.53.93.77:8085",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 13:17:49,2023-10-26 13:17:49,14.239.37.151:3275|10.53.54.78_Prod,00,Thành công,00,,201,"Lấy thông tin tài khoản,thẻ chuyển khoản 247",Lấy thông tin,Lấy thông tin giao dịch
xxxxxxxx05,448286110605799,10,"PREMB_10.53.93.65:9080, MB_10.53.93.72:8088",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 13:17:49,2023-10-26 13:17:48,14.239.37.151:28704|10.53.54.87_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx05,563581296227812,59,"PREMB_10.53.93.56:9080, MB_10.53.93.135:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 13:17:30,2023-10-26 13:17:30,14.239.37.151:41051|10.53.54.91_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx05,709096028466805,31,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 13:17:30,2023-10-26 13:17:30,14.239.37.151:3210|10.53.54.89_Prod,00,Thành công,INFO-00,,31,Lấy danh sách Banner ,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,359241306999050,1,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 13:17:30,2023-10-26 13:17:29,14.239.37.151:43688|10.53.54.83_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx05,889291611965817,33,"PREMB_10.53.93.60:9080, MB_10.53.93.66:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 13:17:17,2023-10-26 13:17:17,14.239.37.151:45687|10.53.54.83_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,466694902730184,31,"PREMB_10.53.93.59:9080, MB_10.53.93.135:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 13:17:17,2023-10-26 13:17:17,14.239.37.151:5506|10.53.54.89_Prod,00,Thành công,INFO-00,,31,Lấy danh sách Banner ,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,31432496588205,1,"PREMB_10.53.93.59:9080, MB_10.53.93.68:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,False,2023-10-26 13:17:16,2023-10-26 13:17:16,14.239.37.151:43335|10.53.54.83_Prod,55,Thông tin đăng nhập không chính xác. Quý khách lưu ý: Dịch vụ SmartBanking sẽ bị khóa nếu Quý khách nhập sai mật khẩu 5 lần trở lên.,55,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx05,50583719631716,103,"PREMB_10.53.93.116:9080, MB_10.53.93.119:8085",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:47,2023-10-26 08:09:46,14.239.39.50:47983|10.53.54.80_Prod,00,Success,INFO-00,,103,Xác thực chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx05,667765735030429,102,"PREMB_10.53.93.114:9080, MB_10.53.93.78:8085",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:41,2023-10-26 08:09:40,14.239.39.50:6782|10.53.54.80_Prod,00,Thành công,INFO-00,,102,Khởi tạo chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx05,323468985829032,33,"PREMB_10.53.93.59:9080, MB_10.53.93.66:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:35,2023-10-26 08:09:35,14.239.39.50:61221|10.53.54.89_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,122936705474148,33,"PREMB_10.53.93.59:9080, MB_10.53.93.68:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:35,2023-10-26 08:09:35,14.239.39.50:21170|10.53.54.83_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,203376298783896,201,"PREMB_10.53.93.115:9080, MB_10.53.93.119:8085",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:35,2023-10-26 08:09:35,14.239.39.50:19529|10.53.54.84_Prod,00,Thành công,00,,201,"Lấy thông tin tài khoản,thẻ chuyển khoản 247",Lấy thông tin,Lấy thông tin giao dịch
xxxxxxxx05,626729594235494,202,"PREMB_10.53.93.56:9080, MB_10.53.93.137:8083",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:35,2023-10-26 08:09:35,14.239.39.50:6188|10.53.54.82_Prod,00,Success,00,,202,Lấy danh sách ngân hàng ck ngoài,Lấy thông tin,Lấy thông tin giao dịch
xxxxxxxx05,37607388756530,10,"PREMB_10.53.93.136:9080, MB_10.53.93.74:8088",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:35,2023-10-26 08:09:34,14.239.39.50:41546|10.53.54.87_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx05,824448552791812,59,"PREMB_10.53.93.56:9080, MB_10.53.93.67:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:32,2023-10-26 08:09:32,14.239.39.50:34414|10.53.54.82_Prod,00,Thành công,INFO-00,,59,Lấy thông tin version,Sử dụng thông thường,Lấy thông tin dịch vụ
xxxxxxxx05,870742080346323,31,"PREMB_10.53.93.60:9080, MB_10.53.93.67:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:32,2023-10-26 08:09:32,14.239.39.50:33513|10.53.54.83_Prod,00,Thành công,INFO-00,,31,Lấy danh sách Banner ,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,611285071008596,1,"PREMB_10.53.93.134:9080, MB_10.53.93.67:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:31,2023-10-26 08:09:31,14.239.39.50:56901|10.53.54.89_Prod,777,"BIDV đã tích hợp phương thức xác thực Smart OTP trên SmartBanking đối với kênh Mobile và Internet cho phép Quý khách sử dụng và xác thực giao dịch thuận tiện, bảo mật với mã OTP. Quý khách vui lòng cài đặt Smart OTP và đặt mã PIN để bảo mật mã OTP khi xác thực giao dịch",AUTOACTIVESOTP-777,,1,Đăng nhập,Xác thực và Bảo mật,Đăng nhập
xxxxxxxx05,287655523638828,31,"PREMB_10.53.93.60:9080, MB_10.53.93.66:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:22,2023-10-26 08:09:22,14.239.39.50:60175|10.53.54.83_Prod,00,Thành công,INFO-00,,31,Lấy danh sách Banner ,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx05,86409299580745,33,"PREMB_10.53.93.134:9080, MB_10.53.93.66:8081",iPhone 11,IOS,15.6.1,5218,2D5150CD-3373-4657-8288-0F6AE4D36D3A1639559807,Success,2023-10-26 08:09:21,2023-10-26 08:09:21,14.239.39.50:19406|10.53.54.83_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx09,682889463473611,103,"PREMB_10.53.93.114:9080, MB_10.53.93.120:8085",iPhone 6S Plus,IOS,15.4.1,5218,BD551DFE-9F36-42CD-B4DA-DC3B9586CC391650788038,Success,2023-10-26 21:41:35,2023-10-26 21:41:34,58.187.188.147:58118|10.53.54.80_Prod,00,Success,INFO-00,,103,Xác thực chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx09,814175814428189,102,"PREMB_10.53.93.62:9080, MB_10.53.93.77:8085",iPhone 6S Plus,IOS,15.4.1,5218,BD551DFE-9F36-42CD-B4DA-DC3B9586CC391650788038,Success,2023-10-26 21:41:16,2023-10-26 21:41:15,58.187.188.147:61611|10.53.54.78_Prod,00,Thành công,INFO-00,,102,Khởi tạo chuyển khoản 247 tới số tài khoản,Chuyển tiền,Dịch vụ chuyển khoản 247
xxxxxxxx09,947704148729609,225,"PREMB_10.53.93.55:9080, MB_10.53.93.83:8082",iPhone 6S Plus,IOS,15.4.1,5218,BD551DFE-9F36-42CD-B4DA-DC3B9586CC391650788038,Success,2023-10-26 21:41:08,2023-10-26 21:41:08,58.187.188.147:56361|10.53.54.82_Prod,00,Thành công,00,,225,Lấy danh sách mẫu chuyển tiền,Danh bạ / mẫu,Dịch vụ mẫu chuyển tiền
xxxxxxxx09,670301821562338,33,"PREMB_10.53.93.60:9080, MB_10.53.93.67:8081",iPhone 6S Plus,IOS,15.4.1,5218,BD551DFE-9F36-42CD-B4DA-DC3B9586CC391650788038,Success,2023-10-26 21:41:08,2023-10-26 21:41:08,58.187.188.147:41077|10.53.54.89_Prod,00,Thành công,INFO-00,,33,Lấy giá trị configs,Sử dụng thông thường,Dịch vụ tùy biến ứng dụng
xxxxxxxx09,51548937792706,201,"PREMB_10.53.93.116:9080, MB_10.53.93.120:8085",iPhone 6S Plus,IOS,15.4.1,5218,BD551DFE-9F36-42CD-B4DA-DC3B9586CC391650788038,Success,2023-10-26 21:41:07,2023-10-26 21:41:06,58.187.188.147:46994|10.53.54.88_Prod,00,Thành công,00,,201,"Lấy thông tin tài khoản,thẻ chuyển khoản 247",Lấy thông tin,Lấy thông tin giao dịch
xxxxxxxx09,941385149694466,10,"PREMB_10.53.93.136:9080, MB_10.53.93.74:8088",iPhone 6S Plus,IOS,15.4.1,5218,BD551DFE-9F36-42CD-B4DA-DC3B9586CC391650788038,Success,2023-10-26 21:40:46,2023-10-26 21:40:46,58.187.188.147:25717|10.53.54.72_Prod,00,Thành công,INFO-00,,10,Lấy danh sách tài khoản,Sử dụng thông thường,Lấy thông tin giao dịch
xxxxxxxx09,548540862056256,202,"PREMB_10.53.93.55:9080, MB_10.53.93.76:8083",iPhone 6S Plus,IOS,15.4.1,5218,BD551DFE-9F36-42CD-B4DA-DC3B9586CC391650788038,Success,2023-10-26 21:40:45,2023-10-26 21:40:45,58.187.188.147:25467|10.53.54.82_Prod,00,Success,00,,202,Lấy danh sách ngân hàng ck ngoài,Lấy thông tin,Lấy thông tin giao dịch
